subject,block,awareness,perm_entropy,lz_complexity
10,experimental,Unseen,0.964310216201169,0.8799043222021798
10,experimental,Unseen,0.9708894255087385,0.8526103919713885
10,experimental,Seen,0.9706262791350254,0.8877025879824061
10,experimental,Seen,0.982576939723424,1.0358696378067023
10,experimental,Unseen,0.9767100844037439,0.9110973853230844
10,experimental,Unseen,0.97682277603029,0.9123970962864555
10,experimental,Unseen,0.9801276171585415,1.016373973356137
10,experimental,Seen,0.9816727407748372,0.9916794650520876
10,experimental,Unseen,0.9801679697381375,1.0683624118909778
10,experimental,Seen,0.981925659161631,1.0657629899642354
10,experimental,Seen,0.9757501542789918,0.9890800431253454
10,experimental,Seen,0.9840921372836062,1.0618638570741226
10,experimental,Seen,0.9852420223268019,1.0423681926235573
10,experimental,Seen,0.9836248762849645,0.9721838006015223
10,experimental,Seen,0.9792576387503379,0.9474892922974729
10,experimental,Unseen,0.9784194293367808,1.012474840466024
10,experimental,Seen,0.9813545304446155,1.015074262392766
10,experimental,Unseen,0.9802434244362498,0.9786823554183773
10,experimental,Seen,0.9791877178606913,0.9565872690410699
10,experimental,Seen,0.9821755088251846,0.8799043222021797
10,experimental,Seen,0.9824178872554202,1.0007774417956847
10,experimental,Seen,0.9827810342613145,0.9825814883084905
10,experimental,Seen,0.9744332554771054,0.9721838006015223
10,experimental,Seen,0.9809413816713547,0.9474892922974728
10,experimental,Unseen,0.9713633613398388,0.9669849567480382
10,experimental,Seen,0.9795456762026016,0.9799820663817482
10,experimental,Unseen,0.9627452096261919,0.9188956511033103
10,experimental,Seen,0.9750139023909218,0.9838811992718612
10,experimental,Seen,0.9710846071323163,0.8812040331655508
10,experimental,Seen,0.9791906767096011,0.9357918936271337
10,experimental,Unseen,0.971144939623495,0.9188956511033104
10,experimental,Seen,0.9776755567820586,0.9344921826637627
10,experimental,Seen,0.975580022959515,1.0241722391363628
10,experimental,Unseen,0.971390588546653,0.9799820663817485
10,experimental,Unseen,0.9724615539128157,0.9136968072498264
10,experimental,Seen,0.9797787829457859,0.9227947839934236
10,experimental,Seen,0.9829521740051964,0.9591866909678118
10,experimental,Seen,0.978488138231184,1.0046765746857977
10,experimental,Seen,0.981100839897471,0.9773826444550063
10,experimental,Unseen,0.9781139661279272,0.9201953620666814
10,experimental,Seen,0.9278602701514145,0.895500853762632
10,experimental,Unseen,0.9660789884155506,0.9084979633963424
10,experimental,Unseen,0.9638119376444236,0.889002298945777
10,experimental,Seen,0.9606616159028893,0.7655297574255303
10,experimental,Seen,0.9602068097527282,0.8019216643999189
10,experimental,Seen,0.9719329405438879,0.9630858238579251
10,experimental,Unseen,0.9654061221211785,0.8877025879824061
